,CVEGEO,year,state,municipality,crime_count
13673,20269,2020,Oaxaca,San Miguel el Grande,0
13674,20270,2020,Oaxaca,San Miguel Huautla,0
13675,20271,2020,Oaxaca,San Miguel Mixtepec,0
13676,20272,2020,Oaxaca,San Miguel Panixtlahuaca,0
13677,20273,2020,Oaxaca,San Miguel Peras,0
13678,20274,2020,Oaxaca,San Miguel Piedras,0
13679,20275,2020,Oaxaca,San Miguel Quetzaltepec,0
13680,20276,2020,Oaxaca,San Miguel Santa Flor,0
13681,20277,2020,Oaxaca,Villa Sola de Vega,4
13682,20278,2020,Oaxaca,San Miguel Soyaltepec,1
13683,20279,2020,Oaxaca,San Miguel Suchixtepec,0
13684,20280,2020,Oaxaca,Villa Talea de Castro,0
13685,20281,2020,Oaxaca,San Miguel Tecomatlán,0
13686,20282,2020,Oaxaca,San Miguel Tenango,0
13687,20283,2020,Oaxaca,San Miguel Tequixtepec,0
13688,20284,2020,Oaxaca,San Miguel Tilquiápam,0
13689,20285,2020,Oaxaca,San Miguel Tlacamama,0
13690,20286,2020,Oaxaca,San Miguel Tlacotepec,0
13691,20287,2020,Oaxaca,San Miguel Tulancingo,0
13692,20288,2020,Oaxaca,San Miguel Yotao,0
13693,20289,2020,Oaxaca,San Nicolás,0
13694,20290,2020,Oaxaca,San Nicolás Hidalgo,0
13695,20291,2020,Oaxaca,San Pablo Coatlán,1
13696,20292,2020,Oaxaca,San Pablo Cuatro Venados,0
13697,20293,2020,Oaxaca,San Pablo Etla,1
13698,20294,2020,Oaxaca,San Pablo Huitzo,4
13699,20295,2020,Oaxaca,San Pablo Huixtepec,1
13700,20296,2020,Oaxaca,San Pablo Macuiltianguis,0
13701,20297,2020,Oaxaca,San Pablo Tijaltepec,0
13702,20298,2020,Oaxaca,San Pablo Villa de Mitla,2
13703,20299,2020,Oaxaca,San Pablo Yaganiza,0
13704,20300,2020,Oaxaca,San Pedro Amuzgos,2
13705,20301,2020,Oaxaca,San Pedro Apóstol,0
13706,20302,2020,Oaxaca,San Pedro Atoyac,0
13707,20303,2020,Oaxaca,San Pedro Cajonos,0
13708,20304,2020,Oaxaca,San Pedro Coxcaltepec Cántaros,0
13709,20305,2020,Oaxaca,San Pedro Comitancillo,1
13710,20306,2020,Oaxaca,San Pedro el Alto,0
13711,20307,2020,Oaxaca,San Pedro Huamelula,1
13712,20308,2020,Oaxaca,San Pedro Huilotepec,0
13713,20309,2020,Oaxaca,San Pedro Ixcatlán,0
13714,20310,2020,Oaxaca,San Pedro Ixtlahuaca,1
13715,20311,2020,Oaxaca,San Pedro Jaltepetongo,0
13716,20312,2020,Oaxaca,San Pedro Jicayán,0
13717,20313,2020,Oaxaca,San Pedro Jocotipac,0
13718,20314,2020,Oaxaca,San Pedro Juchatengo,0
13719,20315,2020,Oaxaca,San Pedro Mártir,0
13720,20316,2020,Oaxaca,San Pedro Mártir Quiechapa,0
13721,20317,2020,Oaxaca,San Pedro Mártir Yucuxaco,0
13722,20318,2020,Oaxaca,San Pedro Mixtepec Distrito 22,36
13723,20319,2020,Oaxaca,San Pedro Mixtepec Distrito 26,0
13724,20320,2020,Oaxaca,San Pedro Molinos,0
13725,20321,2020,Oaxaca,San Pedro Nopala,0
13726,20322,2020,Oaxaca,San Pedro Ocopetatillo,0
13727,20323,2020,Oaxaca,San Pedro Ocotepec,0
13728,20324,2020,Oaxaca,San Pedro Pochutla,15
13729,20325,2020,Oaxaca,San Pedro Quiatoni,1
13730,20326,2020,Oaxaca,San Pedro Sochiápam,0
13731,20327,2020,Oaxaca,San Pedro Tapanatepec,1
13732,20328,2020,Oaxaca,San Pedro Taviche,0
13733,20329,2020,Oaxaca,San Pedro Teozacoalco,0
13734,20330,2020,Oaxaca,San Pedro Teutila,0
13735,20331,2020,Oaxaca,San Pedro Tidaá,0
13736,20332,2020,Oaxaca,San Pedro Topiltepec,0
13737,20333,2020,Oaxaca,San Pedro Totolápam,0
13738,20334,2020,Oaxaca,Villa de Tututepec,6
13739,20335,2020,Oaxaca,San Pedro Yaneri,0
13740,20336,2020,Oaxaca,San Pedro Yólox,0
13741,20337,2020,Oaxaca,San Pedro y San Pablo Ayutla,0
13742,20338,2020,Oaxaca,Villa de Etla,17
13743,20339,2020,Oaxaca,San Pedro y San Pablo Teposcolula,0
13744,20340,2020,Oaxaca,San Pedro y San Pablo Tequixtepec,0
13745,20341,2020,Oaxaca,San Pedro Yucunama,0
13746,20342,2020,Oaxaca,San Raymundo Jalpan,0
13747,20343,2020,Oaxaca,San Sebastián Abasolo,0
13748,20344,2020,Oaxaca,San Sebastián Coatlán,0
13749,20345,2020,Oaxaca,San Sebastián Ixcapa,1
13750,20346,2020,Oaxaca,San Sebastián Nicananduta,0
13751,20347,2020,Oaxaca,San Sebastián Río Hondo,0
13752,20348,2020,Oaxaca,San Sebastián Tecomaxtlahuaca,0
13753,20349,2020,Oaxaca,San Sebastián Teitipac,0
13754,20350,2020,Oaxaca,San Sebastián Tutla,1
13755,20351,2020,Oaxaca,San Simón Almolongas,0
13756,20352,2020,Oaxaca,San Simón Zahuatlán,0
13757,20353,2020,Oaxaca,Santa Ana,0
13758,20354,2020,Oaxaca,Santa Ana Ateixtlahuaca,0
13759,20355,2020,Oaxaca,Santa Ana Cuauhtémoc,0
13760,20356,2020,Oaxaca,Santa Ana del Valle,0
13761,20357,2020,Oaxaca,Santa Ana Tavela,0
13762,20358,2020,Oaxaca,Santa Ana Tlapacoyan,0
13763,20359,2020,Oaxaca,Santa Ana Yareni,1
13764,20360,2020,Oaxaca,Santa Ana Zegache,0
13765,20361,2020,Oaxaca,Santa Catalina Quierí,0
13766,20362,2020,Oaxaca,Santa Catarina Cuixtla,0
13767,20363,2020,Oaxaca,Santa Catarina Ixtepeji,0
13768,20364,2020,Oaxaca,Santa Catarina Juquila,2
13769,20365,2020,Oaxaca,Santa Catarina Lachatao,0
13770,20366,2020,Oaxaca,Santa Catarina Loxicha,0
13771,20367,2020,Oaxaca,Santa Catarina Mechoacán,3
13772,20368,2020,Oaxaca,Santa Catarina Minas,0
13773,20369,2020,Oaxaca,Santa Catarina Quiané,0
13774,20370,2020,Oaxaca,Santa Catarina Tayata,0
13775,20371,2020,Oaxaca,Santa Catarina Ticuá,0
13776,20372,2020,Oaxaca,Santa Catarina Yosonotú,0
13777,20373,2020,Oaxaca,Santa Catarina Zapoquila,0
13778,20374,2020,Oaxaca,Santa Cruz Acatepec,1
13779,20375,2020,Oaxaca,Santa Cruz Amilpas,2
13780,20376,2020,Oaxaca,Santa Cruz de Bravo,0
13781,20377,2020,Oaxaca,Santa Cruz Itundujia,0
13782,20378,2020,Oaxaca,Santa Cruz Mixtepec,0
13783,20379,2020,Oaxaca,Santa Cruz Nundaco,0
13784,20380,2020,Oaxaca,Santa Cruz Papalutla,0
13785,20381,2020,Oaxaca,Santa Cruz Tacache de Mina,0
13786,20382,2020,Oaxaca,Santa Cruz Tacahua,0
13787,20383,2020,Oaxaca,Santa Cruz Tayata,0
13788,20384,2020,Oaxaca,Santa Cruz Xitla,0
13789,20385,2020,Oaxaca,Santa Cruz Xoxocotlán,9
13790,20386,2020,Oaxaca,Santa Cruz Zenzontepec,0
13791,20387,2020,Oaxaca,Santa Gertrudis,0
13792,20388,2020,Oaxaca,Santa Inés del Monte,0
13793,20389,2020,Oaxaca,Santa Inés Yatzeche,0
13794,20390,2020,Oaxaca,Santa Lucía del Camino,10
13795,20391,2020,Oaxaca,Santa Lucía Miahuatlán,0
13796,20392,2020,Oaxaca,Santa Lucía Monteverde,0
13797,20393,2020,Oaxaca,Santa Lucía Ocotlán,0
13798,20394,2020,Oaxaca,Santa María Alotepec,0
13799,20395,2020,Oaxaca,Santa María Apazco,0
13800,20396,2020,Oaxaca,Santa María la Asunción,0
13801,20397,2020,Oaxaca,Heroica Ciudad de Tlaxiaco,10
13802,20398,2020,Oaxaca,Ayoquezco de Aldama,0
13803,20399,2020,Oaxaca,Santa María Atzompa,4
13804,20400,2020,Oaxaca,Santa María Camotlán,0
13805,20401,2020,Oaxaca,Santa María Colotepec,11
13806,20402,2020,Oaxaca,Santa María Cortijo,0
13807,20403,2020,Oaxaca,Santa María Coyotepec,1
13808,20404,2020,Oaxaca,Santa María Chachoápam,0
13809,20405,2020,Oaxaca,Villa de Chilapa de Díaz,0
13810,20406,2020,Oaxaca,Santa María Chilchotla,0
13811,20407,2020,Oaxaca,Santa María Chimalapa,0
13812,20408,2020,Oaxaca,Santa María del Rosario,0
13813,20409,2020,Oaxaca,Santa María del Tule,1
13814,20410,2020,Oaxaca,Santa María Ecatepec,0
13815,20411,2020,Oaxaca,Santa María Guelacé,0
13816,20412,2020,Oaxaca,Santa María Guienagati,0
13817,20413,2020,Oaxaca,Santa María Huatulco,6
13818,20414,2020,Oaxaca,Santa María Huazolotitlán,0
13819,20415,2020,Oaxaca,Santa María Ipalapa,0
13820,20416,2020,Oaxaca,Santa María Ixcatlán,0
13821,20417,2020,Oaxaca,Santa María Jacatepec,1
13822,20418,2020,Oaxaca,Santa María Jalapa del Marqués,0
13823,20419,2020,Oaxaca,Santa María Jaltianguis,0
13824,20420,2020,Oaxaca,Santa María Lachixío,0
13825,20421,2020,Oaxaca,Santa María Mixtequilla,0
13826,20422,2020,Oaxaca,Santa María Nativitas,0
13827,20423,2020,Oaxaca,Santa María Nduayaco,0
13828,20424,2020,Oaxaca,Santa María Ozolotepec,0
13829,20425,2020,Oaxaca,Santa María Pápalo,0
13830,20426,2020,Oaxaca,Santa María Peñoles,0
13831,20427,2020,Oaxaca,Santa María Petapa,0
13832,20428,2020,Oaxaca,Santa María Quiegolani,0
13833,20429,2020,Oaxaca,Santa María Sola,0
13834,20430,2020,Oaxaca,Santa María Tataltepec,0
13835,20431,2020,Oaxaca,Santa María Tecomavaca,0
13836,20432,2020,Oaxaca,Santa María Temaxcalapa,0
13837,20433,2020,Oaxaca,Santa María Temaxcaltepec,0
13838,20434,2020,Oaxaca,Santa María Teopoxco,0
13839,20435,2020,Oaxaca,Santa María Tepantlali,0
13840,20436,2020,Oaxaca,Santa María Texcatitlán,0
13841,20437,2020,Oaxaca,Santa María Tlahuitoltepec,0
13842,20438,2020,Oaxaca,Santa María Tlalixtac,0
13843,20439,2020,Oaxaca,Santa María Tonameca,2
13844,20440,2020,Oaxaca,Santa María Totolapilla,0
13845,20441,2020,Oaxaca,Santa María Xadani,0
13846,20442,2020,Oaxaca,Santa María Yalina,0
13847,20443,2020,Oaxaca,Santa María Yavesía,0
13848,20444,2020,Oaxaca,Santa María Yolotepec,0
13849,20445,2020,Oaxaca,Santa María Yosoyúa,0
13850,20446,2020,Oaxaca,Santa María Yucuhiti,0
13851,20447,2020,Oaxaca,Santa María Zacatepec,0
13852,20448,2020,Oaxaca,Santa María Zaniza,0
13853,20449,2020,Oaxaca,Santa María Zoquitlán,0
13854,20450,2020,Oaxaca,Santiago Amoltepec,0
13855,20451,2020,Oaxaca,Santiago Apoala,0
13856,20452,2020,Oaxaca,Santiago Apóstol,0
13857,20453,2020,Oaxaca,Santiago Astata,0
13858,20454,2020,Oaxaca,Santiago Atitlán,0
13859,20455,2020,Oaxaca,Santiago Ayuquililla,0
13860,20456,2020,Oaxaca,Santiago Cacaloxtepec,0
13861,20457,2020,Oaxaca,Santiago Camotlán,0
13862,20458,2020,Oaxaca,Santiago Comaltepec,0
13863,20459,2020,Oaxaca,Santiago Chazumba,0
13864,20460,2020,Oaxaca,Santiago Choápam,0
13865,20461,2020,Oaxaca,Santiago del Río,0
13866,20462,2020,Oaxaca,Santiago Huajolotitlán,0
13867,20463,2020,Oaxaca,Santiago Huauclilla,0
13868,20464,2020,Oaxaca,Santiago Ihuitlán Plumas,0
13869,20465,2020,Oaxaca,Santiago Ixcuintepec,0
13870,20466,2020,Oaxaca,Santiago Ixtayutla,1
13871,20467,2020,Oaxaca,Santiago Jamiltepec,1
13872,20468,2020,Oaxaca,Santiago Jocotepec,0
13873,20469,2020,Oaxaca,Santiago Juxtlahuaca,3
13874,20470,2020,Oaxaca,Santiago Lachiguiri,0
13875,20471,2020,Oaxaca,Santiago Lalopa,0
13876,20472,2020,Oaxaca,Santiago Laollaga,0
13877,20473,2020,Oaxaca,Santiago Laxopa,0
13878,20474,2020,Oaxaca,Santiago Llano Grande,0
13879,20475,2020,Oaxaca,Santiago Matatlán,0
13880,20476,2020,Oaxaca,Santiago Miltepec,0
13881,20477,2020,Oaxaca,Santiago Minas,0
13882,20478,2020,Oaxaca,Santiago Nacaltepec,0
13883,20479,2020,Oaxaca,Santiago Nejapilla,0
13884,20480,2020,Oaxaca,Santiago Nundiche,0
13885,20481,2020,Oaxaca,Santiago Nuyoó,0
13886,20482,2020,Oaxaca,Santiago Pinotepa Nacional,13
13887,20483,2020,Oaxaca,Santiago Suchilquitongo,1
13888,20484,2020,Oaxaca,Santiago Tamazola,0
13889,20485,2020,Oaxaca,Santiago Tapextla,0
13890,20486,2020,Oaxaca,Villa Tejúpam de la Unión,0
13891,20487,2020,Oaxaca,Santiago Tenango,0
13892,20488,2020,Oaxaca,Santiago Tepetlapa,0
13893,20489,2020,Oaxaca,Santiago Tetepec,0
13894,20490,2020,Oaxaca,Santiago Texcalcingo,0
13895,20491,2020,Oaxaca,Santiago Textitlán,0
13896,20492,2020,Oaxaca,Santiago Tilantongo,0
13897,20493,2020,Oaxaca,Santiago Tillo,0
13898,20494,2020,Oaxaca,Santiago Tlazoyaltepec,1
13899,20495,2020,Oaxaca,Santiago Xanica,1
13900,20496,2020,Oaxaca,Santiago Xiacuí,0
13901,20497,2020,Oaxaca,Santiago Yaitepec,1
13902,20498,2020,Oaxaca,Santiago Yaveo,0
13903,20499,2020,Oaxaca,Santiago Yolomécatl,0
13904,20500,2020,Oaxaca,Santiago Yosondúa,0
13905,20501,2020,Oaxaca,Santiago Yucuyachi,0
13906,20502,2020,Oaxaca,Santiago Zacatepec,0
13907,20503,2020,Oaxaca,Santiago Zoochila,0
13908,20504,2020,Oaxaca,Nuevo Zoquiápam,0
13909,20505,2020,Oaxaca,Santo Domingo Ingenio,0
13910,20506,2020,Oaxaca,Santo Domingo Albarradas,0
13911,20507,2020,Oaxaca,Santo Domingo Armenta,0
13912,20508,2020,Oaxaca,Santo Domingo Chihuitán,0
13913,20509,2020,Oaxaca,Santo Domingo de Morelos,2
13914,20510,2020,Oaxaca,Santo Domingo Ixcatlán,0
13915,20511,2020,Oaxaca,Santo Domingo Nuxaá,0
13916,20512,2020,Oaxaca,Santo Domingo Ozolotepec,0
13917,20513,2020,Oaxaca,Santo Domingo Petapa,0
13918,20514,2020,Oaxaca,Santo Domingo Roayaga,0
13919,20515,2020,Oaxaca,Santo Domingo Tehuantepec,15
13920,20516,2020,Oaxaca,Santo Domingo Teojomulco,0
13921,20517,2020,Oaxaca,Santo Domingo Tepuxtepec,0
13922,20518,2020,Oaxaca,Santo Domingo Tlatayápam,0
13923,20519,2020,Oaxaca,Santo Domingo Tomaltepec,0
13924,20520,2020,Oaxaca,Santo Domingo Tonalá,0
13925,20521,2020,Oaxaca,Santo Domingo Tonaltepec,0
13926,20522,2020,Oaxaca,Santo Domingo Xagacía,0
13927,20523,2020,Oaxaca,Santo Domingo Yanhuitlán,0
13928,20524,2020,Oaxaca,Santo Domingo Yodohino,0
13929,20525,2020,Oaxaca,Santo Domingo Zanatepec,1
13930,20526,2020,Oaxaca,Santos Reyes Nopala,1
13931,20527,2020,Oaxaca,Santos Reyes Pápalo,0
13932,20528,2020,Oaxaca,Santos Reyes Tepejillo,0
13933,20529,2020,Oaxaca,Santos Reyes Yucuná,0
13934,20530,2020,Oaxaca,Santo Tomás Jalieza,0
13935,20531,2020,Oaxaca,Santo Tomás Mazaltepec,0
13936,20532,2020,Oaxaca,Santo Tomás Ocotepec,0
13937,20533,2020,Oaxaca,Santo Tomás Tamazulapan,0
13938,20534,2020,Oaxaca,San Vicente Coatlán,0
13939,20535,2020,Oaxaca,San Vicente Lachixío,0
13940,20536,2020,Oaxaca,San Vicente Nuñú,0
13941,20537,2020,Oaxaca,Silacayoápam,1
13942,20538,2020,Oaxaca,Sitio de Xitlapehua,0
13943,20539,2020,Oaxaca,Soledad Etla,0
13944,20540,2020,Oaxaca,Villa de Tamazulápam del Progreso,0
13945,20541,2020,Oaxaca,Tanetze de Zaragoza,0
13946,20542,2020,Oaxaca,Taniche,0
13947,20543,2020,Oaxaca,Tataltepec de Valdés,0
13948,20544,2020,Oaxaca,Teococuilco de Marcos Pérez,0
13949,20545,2020,Oaxaca,Teotitlán de Flores Magón,1
13950,20546,2020,Oaxaca,Teotitlán del Valle,1
13951,20547,2020,Oaxaca,Teotongo,0
13952,20548,2020,Oaxaca,Tepelmeme Villa de Morelos,0
13953,20549,2020,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",2
13954,20550,2020,Oaxaca,San Jerónimo Tlacochahuaya,0
13955,20551,2020,Oaxaca,Tlacolula de Matamoros,10
13956,20552,2020,Oaxaca,Tlacotepec Plumas,0
13957,20553,2020,Oaxaca,Tlalixtac de Cabrera,3
13958,20554,2020,Oaxaca,Totontepec Villa de Morelos,0
13959,20555,2020,Oaxaca,Trinidad Zaachila,0
13960,20556,2020,Oaxaca,La Trinidad Vista Hermosa,0
13961,20557,2020,Oaxaca,Unión Hidalgo,1
13962,20558,2020,Oaxaca,Valerio Trujano,0
13963,20559,2020,Oaxaca,San Juan Bautista Valle Nacional,0
13964,20560,2020,Oaxaca,Villa Díaz Ordaz,0
13965,20561,2020,Oaxaca,Yaxe,0
13966,20562,2020,Oaxaca,Magdalena Yodocono de Porfirio Díaz,0
13967,20563,2020,Oaxaca,Yogana,0
13968,20564,2020,Oaxaca,Yutanduchi de Guerrero,0
13969,20565,2020,Oaxaca,Villa de Zaachila,8
13970,20566,2020,Oaxaca,San Mateo Yucutindoo,0
13971,20567,2020,Oaxaca,Zapotitlán Lagunas,0
13972,20568,2020,Oaxaca,Zapotitlán Palmas,0
13973,20569,2020,Oaxaca,Santa Inés de Zaragoza,0
13974,20570,2020,Oaxaca,Zimatlán de Álvarez,6
13975,21001,2020,Puebla,Acajete,5
13976,21002,2020,Puebla,Acateno,3
13977,21003,2020,Puebla,Acatlán,2
13978,21004,2020,Puebla,Acatzingo,2
13979,21005,2020,Puebla,Acteopan,0
13980,21006,2020,Puebla,Ahuacatlán,2
13981,21007,2020,Puebla,Ahuatlán,1
13982,21008,2020,Puebla,Ahuazotepec,1
13983,21009,2020,Puebla,Ahuehuetitla,0
13984,21010,2020,Puebla,Ajalpan,11
13985,21011,2020,Puebla,Albino Zertuche,0
13986,21012,2020,Puebla,Aljojuca,0
13987,21013,2020,Puebla,Altepexi,6
13988,21014,2020,Puebla,Amixtlán,0
13989,21015,2020,Puebla,Amozoc,22
13990,21016,2020,Puebla,Aquixtla,8
13991,21017,2020,Puebla,Atempan,3
13992,21018,2020,Puebla,Atexcal,0
13993,21019,2020,Puebla,Atlixco,33
13994,21020,2020,Puebla,Atoyatempan,0
13995,21021,2020,Puebla,Atzala,0
13996,21022,2020,Puebla,Atzitzihuacán,2
13997,21023,2020,Puebla,Atzitzintla,0
13998,21024,2020,Puebla,Axutla,0
13999,21025,2020,Puebla,Ayotoxco de Guerrero,1
14000,21026,2020,Puebla,Calpan,0
14001,21027,2020,Puebla,Caltepec,0
14002,21028,2020,Puebla,Camocuautla,0
14003,21029,2020,Puebla,Caxhuacan,1
14004,21030,2020,Puebla,Coatepec,0
14005,21031,2020,Puebla,Coatzingo,1
14006,21032,2020,Puebla,Cohetzala,0
14007,21033,2020,Puebla,Cohuecan,0
14008,21034,2020,Puebla,Coronango,12
14009,21035,2020,Puebla,Coxcatlán,2
14010,21036,2020,Puebla,Coyomeapan,0
14011,21037,2020,Puebla,Coyotepec,0
14012,21038,2020,Puebla,Cuapiaxtla de Madero,1
14013,21039,2020,Puebla,Cuautempan,0
14014,21040,2020,Puebla,Cuautinchán,1
14015,21041,2020,Puebla,Cuautlancingo,21
14016,21042,2020,Puebla,Cuayuca de Andrade,0
14017,21043,2020,Puebla,Cuetzalan del Progreso,1
14018,21044,2020,Puebla,Cuyoaco,0
14019,21045,2020,Puebla,Chalchicomula de Sesma,8
14020,21046,2020,Puebla,Chapulco,3
14021,21047,2020,Puebla,Chiautla,2
14022,21048,2020,Puebla,Chiautzingo,1
14023,21049,2020,Puebla,Chiconcuautla,0
14024,21050,2020,Puebla,Chichiquila,0
14025,21051,2020,Puebla,Chietla,2
14026,21052,2020,Puebla,Chigmecatitlán,0
14027,21053,2020,Puebla,Chignahuapan,15
14028,21054,2020,Puebla,Chignautla,0
14029,21055,2020,Puebla,Chila,0
14030,21056,2020,Puebla,Chila de la Sal,0
14031,21057,2020,Puebla,Honey,0
14032,21058,2020,Puebla,Chilchotla,0
14033,21059,2020,Puebla,Chinantla,0
14034,21060,2020,Puebla,Domingo Arenas,0
14035,21061,2020,Puebla,Eloxochitlán,1
14036,21062,2020,Puebla,Epatlán,0
14037,21063,2020,Puebla,Esperanza,3
14038,21064,2020,Puebla,Francisco Z. Mena,2
14039,21065,2020,Puebla,General Felipe Ángeles,0
14040,21066,2020,Puebla,Guadalupe,0
14041,21067,2020,Puebla,Guadalupe Victoria,0
14042,21068,2020,Puebla,Hermenegildo Galeana,0
14043,21069,2020,Puebla,Huaquechula,2
14044,21070,2020,Puebla,Huatlatlauca,0
14045,21071,2020,Puebla,Huauchinango,23
14046,21072,2020,Puebla,Huehuetla,5
14047,21073,2020,Puebla,Huehuetlán el Chico,0
14048,21074,2020,Puebla,Huejotzingo,12
14049,21075,2020,Puebla,Hueyapan,0
14050,21076,2020,Puebla,Hueytamalco,0
14051,21077,2020,Puebla,Hueytlalpan,0
14052,21078,2020,Puebla,Huitzilan de Serdán,0
14053,21079,2020,Puebla,Huitziltepec,0
14054,21080,2020,Puebla,Atlequizayan,0
14055,21081,2020,Puebla,Ixcamilpa de Guerrero,0
14056,21082,2020,Puebla,Ixcaquixtla,3
14057,21083,2020,Puebla,Ixtacamaxtitlán,0
14058,21084,2020,Puebla,Ixtepec,0
14059,21085,2020,Puebla,Izúcar de Matamoros,14
14060,21086,2020,Puebla,Jalpan,1
14061,21087,2020,Puebla,Jolalpan,0
14062,21088,2020,Puebla,Jonotla,0
14063,21089,2020,Puebla,Jopala,2
14064,21090,2020,Puebla,Juan C. Bonilla,4
14065,21091,2020,Puebla,Juan Galindo,0
14066,21092,2020,Puebla,Juan N. Méndez,0
14067,21093,2020,Puebla,Lafragua,0
14068,21094,2020,Puebla,Libres,11
14069,21095,2020,Puebla,La Magdalena Tlatlauquitepec,0
14070,21096,2020,Puebla,Mazapiltepec de Juárez,0
14071,21097,2020,Puebla,Mixtla,0
14072,21098,2020,Puebla,Molcaxac,0
14073,21099,2020,Puebla,Cañada Morelos,1
14074,21100,2020,Puebla,Naupan,0
14075,21101,2020,Puebla,Nauzontla,0
14076,21102,2020,Puebla,Nealtican,1
14077,21103,2020,Puebla,Nicolás Bravo,1
14078,21104,2020,Puebla,Nopalucan,1
14079,21105,2020,Puebla,Ocotepec,1
14080,21106,2020,Puebla,Ocoyucan,3
14081,21107,2020,Puebla,Olintla,1
14082,21108,2020,Puebla,Oriental,3
14083,21109,2020,Puebla,Pahuatlán,1
14084,21110,2020,Puebla,Palmar de Bravo,6
14085,21111,2020,Puebla,Pantepec,1
14086,21112,2020,Puebla,Petlalcingo,0
14087,21113,2020,Puebla,Piaxtla,0
14088,21114,2020,Puebla,Puebla,871
14089,21115,2020,Puebla,Quecholac,2
14090,21116,2020,Puebla,Quimixtlán,0
14091,21117,2020,Puebla,Rafael Lara Grajales,5
14092,21118,2020,Puebla,Los Reyes de Juárez,0
14093,21119,2020,Puebla,San Andrés Cholula,58
14094,21120,2020,Puebla,San Antonio Cañada,0
14095,21121,2020,Puebla,San Diego la Mesa Tochimiltzingo,0
14096,21122,2020,Puebla,San Felipe Teotlalcingo,1
14097,21123,2020,Puebla,San Felipe Tepatlán,0
14098,21124,2020,Puebla,San Gabriel Chilac,2
14099,21125,2020,Puebla,San Gregorio Atzompa,1
14100,21126,2020,Puebla,San Jerónimo Tecuanipan,0
14101,21127,2020,Puebla,San Jerónimo Xayacatlán,0
14102,21128,2020,Puebla,San José Chiapa,1
14103,21129,2020,Puebla,San José Miahuatlán,1
14104,21130,2020,Puebla,San Juan Atenco,0
14105,21131,2020,Puebla,San Juan Atzompa,0
14106,21132,2020,Puebla,San Martín Texmelucan,64
14107,21133,2020,Puebla,San Martín Totoltepec,0
14108,21134,2020,Puebla,San Matías Tlalancaleca,2
14109,21135,2020,Puebla,San Miguel Ixitlán,0
14110,21136,2020,Puebla,San Miguel Xoxtla,1
14111,21137,2020,Puebla,San Nicolás Buenos Aires,0
14112,21138,2020,Puebla,San Nicolás de los Ranchos,0
14113,21139,2020,Puebla,San Pablo Anicano,0
14114,21140,2020,Puebla,San Pedro Cholula,38
14115,21141,2020,Puebla,San Pedro Yeloixtlahuaca,0
14116,21142,2020,Puebla,San Salvador el Seco,4
14117,21143,2020,Puebla,San Salvador el Verde,3
14118,21144,2020,Puebla,San Salvador Huixcolotla,3
14119,21145,2020,Puebla,San Sebastián Tlacotepec,0
14120,21146,2020,Puebla,Santa Catarina Tlaltempan,1
14121,21147,2020,Puebla,Santa Inés Ahuatempan,1
14122,21148,2020,Puebla,Santa Isabel Cholula,0
14123,21149,2020,Puebla,Santiago Miahuatlán,4
14124,21150,2020,Puebla,Huehuetlán el Grande,0
14125,21151,2020,Puebla,Santo Tomás Hueyotlipan,0
14126,21152,2020,Puebla,Soltepec,0
14127,21153,2020,Puebla,Tecali de Herrera,4
14128,21154,2020,Puebla,Tecamachalco,13
14129,21155,2020,Puebla,Tecomatlán,0
14130,21156,2020,Puebla,Tehuacán,139
14131,21157,2020,Puebla,Tehuitzingo,2
14132,21158,2020,Puebla,Tenampulco,0
14133,21159,2020,Puebla,Teopantlán,0
14134,21160,2020,Puebla,Teotlalco,0
14135,21161,2020,Puebla,Tepanco de López,2
14136,21162,2020,Puebla,Tepango de Rodríguez,0
14137,21163,2020,Puebla,Tepatlaxco de Hidalgo,5
14138,21164,2020,Puebla,Tepeaca,29
14139,21165,2020,Puebla,Tepemaxalco,0
14140,21166,2020,Puebla,Tepeojuma,0
14141,21167,2020,Puebla,Tepetzintla,0
14142,21168,2020,Puebla,Tepexco,1
14143,21169,2020,Puebla,Tepexi de Rodríguez,11
14144,21170,2020,Puebla,Tepeyahualco,1
14145,21171,2020,Puebla,Tepeyahualco de Cuauhtémoc,0
14146,21172,2020,Puebla,Tetela de Ocampo,6
14147,21173,2020,Puebla,Teteles de Avila Castillo,2
14148,21174,2020,Puebla,Teziutlán,10
14149,21175,2020,Puebla,Tianguismanalco,2
14150,21176,2020,Puebla,Tilapa,1
14151,21177,2020,Puebla,Tlacotepec de Benito Juárez,8
14152,21178,2020,Puebla,Tlacuilotepec,0
14153,21179,2020,Puebla,Tlachichuca,0
14154,21180,2020,Puebla,Tlahuapan,1
14155,21181,2020,Puebla,Tlaltenango,2
14156,21182,2020,Puebla,Tlanepantla,0
14157,21183,2020,Puebla,Tlaola,3
14158,21184,2020,Puebla,Tlapacoya,0
14159,21185,2020,Puebla,Tlapanalá,1
14160,21186,2020,Puebla,Tlatlauquitepec,2
14161,21187,2020,Puebla,Tlaxco,0
14162,21188,2020,Puebla,Tochimilco,0
14163,21189,2020,Puebla,Tochtepec,2
14164,21190,2020,Puebla,Totoltepec de Guerrero,0
14165,21191,2020,Puebla,Tulcingo,0
14166,21192,2020,Puebla,Tuzamapan de Galeana,0
14167,21193,2020,Puebla,Tzicatlacoyan,0
14168,21194,2020,Puebla,Venustiano Carranza,8
