,CVEGEO,year,state,municipality,crime_count
9201,21183,2018,Puebla,Tlaola,0
9202,21184,2018,Puebla,Tlapacoya,1
9203,21185,2018,Puebla,Tlapanalá,0
9204,21186,2018,Puebla,Tlatlauquitepec,1
9205,21187,2018,Puebla,Tlaxco,0
9206,21188,2018,Puebla,Tochimilco,1
9207,21189,2018,Puebla,Tochtepec,0
9208,21190,2018,Puebla,Totoltepec de Guerrero,0
9209,21191,2018,Puebla,Tulcingo,0
9210,21192,2018,Puebla,Tuzamapan de Galeana,0
9211,21193,2018,Puebla,Tzicatlacoyan,0
9212,21194,2018,Puebla,Venustiano Carranza,1
9213,21195,2018,Puebla,Vicente Guerrero,0
9214,21196,2018,Puebla,Xayacatlán de Bravo,0
9215,21197,2018,Puebla,Xicotepec,4
9216,21198,2018,Puebla,Xicotlán,0
9217,21199,2018,Puebla,Xiutetelco,1
9218,21200,2018,Puebla,Xochiapulco,0
9219,21201,2018,Puebla,Xochiltepec,0
9220,21202,2018,Puebla,Xochitlán de Vicente Suárez,1
9221,21203,2018,Puebla,Xochitlán Todos Santos,0
9222,21204,2018,Puebla,Yaonáhuac,0
9223,21205,2018,Puebla,Yehualtepec,1
9224,21206,2018,Puebla,Zacapala,0
9225,21207,2018,Puebla,Zacapoaxtla,1
9226,21208,2018,Puebla,Zacatlán,5
9227,21209,2018,Puebla,Zapotitlán,0
9228,21210,2018,Puebla,Zapotitlán de Méndez,0
9229,21211,2018,Puebla,Zaragoza,0
9230,21212,2018,Puebla,Zautla,1
9231,21213,2018,Puebla,Zihuateutla,0
9232,21214,2018,Puebla,Zinacatepec,1
9233,21215,2018,Puebla,Zongozotla,0
9234,21216,2018,Puebla,Zoquiapan,0
9235,21217,2018,Puebla,Zoquitlán,0
9236,22001,2018,Querétaro,Amealco de Bonfil,15
9237,22002,2018,Querétaro,Pinal de Amoles,2
9238,22003,2018,Querétaro,Arroyo Seco,0
9239,22004,2018,Querétaro,Cadereyta de Montes,20
9240,22005,2018,Querétaro,Colón,11
9241,22006,2018,Querétaro,Corregidora,163
9242,22007,2018,Querétaro,Ezequiel Montes,16
9243,22008,2018,Querétaro,Huimilpan,7
9244,22009,2018,Querétaro,Jalpan de Serra,12
9245,22010,2018,Querétaro,Landa de Matamoros,2
9246,22011,2018,Querétaro,El Marqués,157
9247,22012,2018,Querétaro,Pedro Escobedo,41
9248,22013,2018,Querétaro,Peñamiller,0
9249,22014,2018,Querétaro,Querétaro,1070
9250,22015,2018,Querétaro,San Joaquín,3
9251,22016,2018,Querétaro,San Juan del Río,203
9252,22017,2018,Querétaro,Tequisquiapan,12
9253,22018,2018,Querétaro,Tolimán,5
9254,23001,2018,Quintana Roo,Cozumel,19
9255,23002,2018,Quintana Roo,Felipe Carrillo Puerto,4
9256,23003,2018,Quintana Roo,Isla Mujeres,5
9257,23004,2018,Quintana Roo,Othón P. Blanco,121
9258,23005,2018,Quintana Roo,Benito Juárez,465
9259,23006,2018,Quintana Roo,José María Morelos,1
9260,23007,2018,Quintana Roo,Lázaro Cárdenas,1
9261,23008,2018,Quintana Roo,Solidaridad,147
9262,23009,2018,Quintana Roo,Tulum,4
9263,23010,2018,Quintana Roo,Bacalar,1
9264,23011,2018,Quintana Roo,Puerto Morelos,2
9265,24001,2018,San Luis Potosí,Ahualulco,3
9266,24002,2018,San Luis Potosí,Alaquines,2
9267,24003,2018,San Luis Potosí,Aquismón,1
9268,24004,2018,San Luis Potosí,Armadillo de los Infante,0
9269,24005,2018,San Luis Potosí,Cárdenas,9
9270,24006,2018,San Luis Potosí,Catorce,0
9271,24007,2018,San Luis Potosí,Cedral,2
9272,24008,2018,San Luis Potosí,Cerritos,3
9273,24009,2018,San Luis Potosí,Cerro de San Pedro,0
9274,24010,2018,San Luis Potosí,Ciudad del Maíz,1
9275,24011,2018,San Luis Potosí,Ciudad Fernández,5
9276,24012,2018,San Luis Potosí,Tancanhuitz,0
9277,24013,2018,San Luis Potosí,Ciudad Valles,44
9278,24014,2018,San Luis Potosí,Coxcatlán,1
9279,24015,2018,San Luis Potosí,Charcas,1
9280,24016,2018,San Luis Potosí,Ebano,1
9281,24017,2018,San Luis Potosí,Guadalcázar,7
9282,24018,2018,San Luis Potosí,Huehuetlán,1
9283,24019,2018,San Luis Potosí,Lagunillas,0
9284,24020,2018,San Luis Potosí,Matehuala,21
9285,24021,2018,San Luis Potosí,Mexquitic de Carmona,1
9286,24022,2018,San Luis Potosí,Moctezuma,2
9287,24023,2018,San Luis Potosí,Rayón,0
9288,24024,2018,San Luis Potosí,Rioverde,28
9289,24025,2018,San Luis Potosí,Salinas,1
9290,24026,2018,San Luis Potosí,San Antonio,0
9291,24027,2018,San Luis Potosí,San Ciro de Acosta,3
9292,24028,2018,San Luis Potosí,San Luis Potosí,474
9293,24029,2018,San Luis Potosí,San Martín Chalchicuautla,3
9294,24030,2018,San Luis Potosí,San Nicolás Tolentino,0
9295,24031,2018,San Luis Potosí,Santa Catarina,0
9296,24032,2018,San Luis Potosí,Santa María del Río,9
9297,24033,2018,San Luis Potosí,Santo Domingo,0
9298,24034,2018,San Luis Potosí,San Vicente Tancuayalab,0
9299,24035,2018,San Luis Potosí,Soledad de Graciano Sánchez,101
9300,24036,2018,San Luis Potosí,Tamasopo,1
9301,24037,2018,San Luis Potosí,Tamazunchale,1
9302,24038,2018,San Luis Potosí,Tampacán,0
9303,24039,2018,San Luis Potosí,Tampamolón Corona,2
9304,24040,2018,San Luis Potosí,Tamuín,6
9305,24041,2018,San Luis Potosí,Tanlajás,0
9306,24042,2018,San Luis Potosí,Tanquián de Escobedo,0
9307,24043,2018,San Luis Potosí,Tierra Nueva,0
9308,24044,2018,San Luis Potosí,Vanegas,0
9309,24045,2018,San Luis Potosí,Venado,0
9310,24046,2018,San Luis Potosí,Villa de Arriaga,0
9311,24047,2018,San Luis Potosí,Villa de Guadalupe,0
9312,24048,2018,San Luis Potosí,Villa de la Paz,0
9313,24049,2018,San Luis Potosí,Villa de Ramos,2
9314,24050,2018,San Luis Potosí,Villa de Reyes,4
9315,24051,2018,San Luis Potosí,Villa Hidalgo,1
9316,24052,2018,San Luis Potosí,Villa Juárez,0
9317,24053,2018,San Luis Potosí,Axtla de Terrazas,3
9318,24054,2018,San Luis Potosí,Xilitla,0
9319,24055,2018,San Luis Potosí,Zaragoza,8
9320,24056,2018,San Luis Potosí,Villa de Arista,1
9321,24057,2018,San Luis Potosí,Matlapa,0
9322,24058,2018,San Luis Potosí,El Naranjo,0
9323,24059,2018,,,0
9324,25001,2018,Sinaloa,Ahome,143
9325,25002,2018,Sinaloa,Angostura,6
9326,25003,2018,Sinaloa,Badiraguato,0
9327,25004,2018,Sinaloa,Concordia,2
9328,25005,2018,Sinaloa,Cosalá,0
9329,25006,2018,Sinaloa,Culiacán,389
9330,25007,2018,Sinaloa,Choix,0
9331,25008,2018,Sinaloa,Elota,9
9332,25009,2018,Sinaloa,Escuinapa,11
9333,25010,2018,Sinaloa,El Fuerte,4
9334,25011,2018,Sinaloa,Guasave,36
9335,25012,2018,Sinaloa,Mazatlán,400
9336,25013,2018,Sinaloa,Mocorito,9
9337,25014,2018,Sinaloa,Rosario,3
9338,25015,2018,Sinaloa,Salvador Alvarado,13
9339,25016,2018,Sinaloa,San Ignacio,2
9340,25017,2018,Sinaloa,Sinaloa,7
9341,25018,2018,Sinaloa,Navolato,12
9342,25019,2018,,,0
9343,25020,2018,,,0
9344,26001,2018,Sonora,Aconchi,1
9345,26002,2018,Sonora,Agua Prieta,13
9346,26003,2018,Sonora,Alamos,0
9347,26004,2018,Sonora,Altar,0
9348,26005,2018,Sonora,Arivechi,0
9349,26006,2018,Sonora,Arizpe,0
9350,26007,2018,Sonora,Atil,0
9351,26008,2018,Sonora,Bacadéhuachi,0
9352,26009,2018,Sonora,Bacanora,0
9353,26010,2018,Sonora,Bacerac,0
9354,26011,2018,Sonora,Bacoachi,1
9355,26012,2018,Sonora,Bácum,6
9356,26013,2018,Sonora,Banámichi,0
9357,26014,2018,Sonora,Baviácora,2
9358,26015,2018,Sonora,Bavispe,0
9359,26016,2018,Sonora,Benjamín Hill,0
9360,26017,2018,Sonora,Caborca,130
9361,26018,2018,Sonora,Cajeme,163
9362,26019,2018,Sonora,Cananea,0
9363,26020,2018,Sonora,Carbó,0
9364,26021,2018,Sonora,La Colorada,0
9365,26022,2018,Sonora,Cucurpe,0
9366,26023,2018,Sonora,Cumpas,0
9367,26024,2018,Sonora,Divisaderos,0
9368,26025,2018,Sonora,Empalme,4
9369,26026,2018,Sonora,Etchojoa,0
9370,26027,2018,Sonora,Fronteras,0
9371,26028,2018,Sonora,Granados,0
9372,26029,2018,Sonora,Guaymas,63
9373,26030,2018,Sonora,Hermosillo,167
9374,26031,2018,Sonora,Huachinera,0
9375,26032,2018,Sonora,Huásabas,0
9376,26033,2018,Sonora,Huatabampo,0
9377,26034,2018,Sonora,Huépac,0
9378,26035,2018,Sonora,Imuris,4
9379,26036,2018,Sonora,Magdalena,1
9380,26037,2018,Sonora,Mazatán,0
9381,26038,2018,Sonora,Moctezuma,1
9382,26039,2018,Sonora,Naco,0
9383,26040,2018,Sonora,Nácori Chico,0
9384,26041,2018,Sonora,Nacozari de García,0
9385,26042,2018,Sonora,Navojoa,2
9386,26043,2018,Sonora,Nogales,19
9387,26044,2018,Sonora,Onavas,0
9388,26045,2018,Sonora,Opodepe,0
9389,26046,2018,Sonora,Oquitoa,0
9390,26047,2018,Sonora,Pitiquito,0
9391,26048,2018,Sonora,Puerto Peñasco,3
9392,26049,2018,Sonora,Quiriego,0
9393,26050,2018,Sonora,Rayón,0
9394,26051,2018,Sonora,Rosario,0
9395,26052,2018,Sonora,Sahuaripa,4
9396,26053,2018,Sonora,San Felipe de Jesús,0
9397,26054,2018,Sonora,San Javier,0
9398,26055,2018,Sonora,San Luis Río Colorado,133
9399,26056,2018,Sonora,San Miguel de Horcasitas,1
9400,26057,2018,Sonora,San Pedro de la Cueva,0
9401,26058,2018,Sonora,Santa Ana,4
9402,26059,2018,Sonora,Santa Cruz,0
9403,26060,2018,Sonora,Sáric,0
9404,26061,2018,Sonora,Soyopa,0
9405,26062,2018,Sonora,Suaqui Grande,0
9406,26063,2018,Sonora,Tepache,0
9407,26064,2018,Sonora,Trincheras,2
9408,26065,2018,Sonora,Tubutama,0
9409,26066,2018,Sonora,Ures,1
9410,26067,2018,Sonora,Villa Hidalgo,0
9411,26068,2018,Sonora,Villa Pesqueira,0
9412,26069,2018,Sonora,Yécora,1
9413,26070,2018,Sonora,General Plutarco Elías Calles,9
9414,26071,2018,Sonora,Benito Juárez,6
9415,26072,2018,Sonora,San Ignacio Río Muerto,1
9416,27001,2018,Tabasco,Balancán,25
9417,27002,2018,Tabasco,Cárdenas,37
9418,27003,2018,Tabasco,Centla,7
9419,27004,2018,Tabasco,Centro,258
9420,27005,2018,Tabasco,Comalcalco,16
9421,27006,2018,Tabasco,Cunduacán,20
9422,27007,2018,Tabasco,Emiliano Zapata,9
9423,27008,2018,Tabasco,Huimanguillo,16
9424,27009,2018,Tabasco,Jalapa,5
9425,27010,2018,Tabasco,Jalpa de Méndez,4
9426,27011,2018,Tabasco,Jonuta,4
9427,27012,2018,Tabasco,Macuspana,15
9428,27013,2018,Tabasco,Nacajuca,11
9429,27014,2018,Tabasco,Paraíso,9
9430,27015,2018,Tabasco,Tacotalpa,3
9431,27016,2018,Tabasco,Teapa,5
9432,27017,2018,Tabasco,Tenosique,26
9433,28001,2018,Tamaulipas,Abasolo,0
9434,28002,2018,Tamaulipas,Aldama,0
9435,28003,2018,Tamaulipas,Altamira,39
9436,28004,2018,Tamaulipas,Antiguo Morelos,1
9437,28005,2018,Tamaulipas,Burgos,2
9438,28006,2018,Tamaulipas,Bustamante,0
9439,28007,2018,Tamaulipas,Camargo,0
9440,28008,2018,Tamaulipas,Casas,1
9441,28009,2018,Tamaulipas,Ciudad Madero,27
9442,28010,2018,Tamaulipas,Cruillas,2
9443,28011,2018,Tamaulipas,Gómez Farías,0
9444,28012,2018,Tamaulipas,González,1
9445,28013,2018,Tamaulipas,Güémez,6
9446,28014,2018,Tamaulipas,Guerrero,0
9447,28015,2018,Tamaulipas,Gustavo Díaz Ordaz,0
9448,28016,2018,Tamaulipas,Hidalgo,2
9449,28017,2018,Tamaulipas,Jaumave,1
9450,28018,2018,Tamaulipas,Jiménez,1
9451,28019,2018,Tamaulipas,Llera,3
9452,28020,2018,Tamaulipas,Mainero,0
9453,28021,2018,Tamaulipas,El Mante,11
9454,28022,2018,Tamaulipas,Matamoros,99
9455,28023,2018,Tamaulipas,Méndez,0
9456,28024,2018,Tamaulipas,Mier,1
9457,28025,2018,Tamaulipas,Miguel Alemán,6
9458,28026,2018,Tamaulipas,Miquihuana,0
9459,28027,2018,Tamaulipas,Nuevo Laredo,79
9460,28028,2018,Tamaulipas,Nuevo Morelos,0
9461,28029,2018,Tamaulipas,Ocampo,1
9462,28030,2018,Tamaulipas,Padilla,3
9463,28031,2018,Tamaulipas,Palmillas,0
9464,28032,2018,Tamaulipas,Reynosa,133
9465,28033,2018,Tamaulipas,Río Bravo,7
9466,28034,2018,Tamaulipas,San Carlos,1
9467,28035,2018,Tamaulipas,San Fernando,5
9468,28036,2018,Tamaulipas,San Nicolás,0
9469,28037,2018,Tamaulipas,Soto la Marina,3
9470,28038,2018,Tamaulipas,Tampico,80
9471,28039,2018,Tamaulipas,Tula,2
9472,28040,2018,Tamaulipas,Valle Hermoso,6
9473,28041,2018,Tamaulipas,Victoria,148
9474,28042,2018,Tamaulipas,Villagrán,0
9475,28043,2018,Tamaulipas,Xicoténcatl,5
9476,29001,2018,Tlaxcala,Amaxac de Guerrero,3
9477,29002,2018,Tlaxcala,Apetatitlán de Antonio Carvajal,2
9478,29003,2018,Tlaxcala,Atlangatepec,1
9479,29004,2018,Tlaxcala,Atltzayanca,1
9480,29005,2018,Tlaxcala,Apizaco,23
9481,29006,2018,Tlaxcala,Calpulalpan,2
9482,29007,2018,Tlaxcala,El Carmen Tequexquitla,5
9483,29008,2018,Tlaxcala,Cuapiaxtla,1
9484,29009,2018,Tlaxcala,Cuaxomulco,1
9485,29010,2018,Tlaxcala,Chiautempan,15
9486,29011,2018,Tlaxcala,Muñoz de Domingo Arenas,0
9487,29012,2018,Tlaxcala,Españita,0
9488,29013,2018,Tlaxcala,Huamantla,0
9489,29014,2018,Tlaxcala,Hueyotlipan,0
9490,29015,2018,Tlaxcala,Ixtacuixtla de Mariano Matamoros,2
9491,29016,2018,Tlaxcala,Ixtenco,0
9492,29017,2018,Tlaxcala,Mazatecochco de José María Morelos,0
9493,29018,2018,Tlaxcala,Contla de Juan Cuamatzi,1
9494,29019,2018,Tlaxcala,Tepetitla de Lardizábal,0
9495,29020,2018,Tlaxcala,Sanctórum de Lázaro Cárdenas,1
9496,29021,2018,Tlaxcala,Nanacamilpa de Mariano Arista,1
9497,29022,2018,Tlaxcala,Acuamanala de Miguel Hidalgo,1
9498,29023,2018,Tlaxcala,Natívitas,1
9499,29024,2018,Tlaxcala,Panotla,1
9500,29025,2018,Tlaxcala,San Pablo del Monte,5
9501,29026,2018,Tlaxcala,Santa Cruz Tlaxcala,0
9502,29027,2018,Tlaxcala,Tenancingo,0
9503,29028,2018,Tlaxcala,Teolocholco,8
9504,29029,2018,Tlaxcala,Tepeyanco,1
9505,29030,2018,Tlaxcala,Terrenate,0
9506,29031,2018,Tlaxcala,Tetla de la Solidaridad,7
9507,29032,2018,Tlaxcala,Tetlatlahuca,0
9508,29033,2018,Tlaxcala,Tlaxcala,22
9509,29034,2018,Tlaxcala,Tlaxco,3
9510,29035,2018,Tlaxcala,Tocatlán,0
9511,29036,2018,Tlaxcala,Totolac,2
9512,29037,2018,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,0
9513,29038,2018,Tlaxcala,Tzompantepec,0
9514,29039,2018,Tlaxcala,Xaloztoc,2
9515,29040,2018,Tlaxcala,Xaltocan,2
9516,29041,2018,Tlaxcala,Papalotla de Xicohténcatl,3
9517,29042,2018,Tlaxcala,Xicohtzinco,4
9518,29043,2018,Tlaxcala,Yauhquemehcan,4
9519,29044,2018,Tlaxcala,Zacatelco,8
9520,29045,2018,Tlaxcala,Benito Juárez,0
9521,29046,2018,Tlaxcala,Emiliano Zapata,0
9522,29047,2018,Tlaxcala,Lázaro Cárdenas,0
9523,29048,2018,Tlaxcala,La Magdalena Tlaltelulco,2
9524,29049,2018,Tlaxcala,San Damián Texóloc,1
9525,29050,2018,Tlaxcala,San Francisco Tetlanohcan,0
9526,29051,2018,Tlaxcala,San Jerónimo Zacualpan,0
9527,29052,2018,Tlaxcala,San José Teacalco,0
9528,29053,2018,Tlaxcala,San Juan Huactzinco,1
9529,29054,2018,Tlaxcala,San Lorenzo Axocomanitla,5
9530,29055,2018,Tlaxcala,San Lucas Tecopilco,0
9531,29056,2018,Tlaxcala,Santa Ana Nopalucan,0
9532,29057,2018,Tlaxcala,Santa Apolonia Teacalco,0
9533,29058,2018,Tlaxcala,Santa Catarina Ayometla,0
9534,29059,2018,Tlaxcala,Santa Cruz Quilehtla,0
9535,29060,2018,Tlaxcala,Santa Isabel Xiloxoxtla,0
9536,30001,2018,Veracruz de Ignacio de la Llave,Acajete,2
9537,30002,2018,Veracruz de Ignacio de la Llave,Acatlán,0
9538,30003,2018,Veracruz de Ignacio de la Llave,Acayucan,18
9539,30004,2018,Veracruz de Ignacio de la Llave,Actopan,1
9540,30005,2018,Veracruz de Ignacio de la Llave,Acula,0
9541,30006,2018,Veracruz de Ignacio de la Llave,Acultzingo,0
9542,30007,2018,Veracruz de Ignacio de la Llave,Camarón de Tejeda,0
9543,30008,2018,Veracruz de Ignacio de la Llave,Alpatláhuac,0
9544,30009,2018,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,1
9545,30010,2018,Veracruz de Ignacio de la Llave,Altotonga,3
9546,30011,2018,Veracruz de Ignacio de la Llave,Alvarado,2
9547,30012,2018,Veracruz de Ignacio de la Llave,Amatitlán,0
9548,30013,2018,Veracruz de Ignacio de la Llave,Naranjos Amatlán,1
9549,30014,2018,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,2
9550,30015,2018,Veracruz de Ignacio de la Llave,Angel R. Cabada,3
9551,30016,2018,Veracruz de Ignacio de la Llave,La Antigua,2
9552,30017,2018,Veracruz de Ignacio de la Llave,Apazapan,0
9553,30018,2018,Veracruz de Ignacio de la Llave,Aquila,0
9554,30019,2018,Veracruz de Ignacio de la Llave,Astacinga,0
9555,30020,2018,Veracruz de Ignacio de la Llave,Atlahuilco,1
9556,30021,2018,Veracruz de Ignacio de la Llave,Atoyac,1
9557,30022,2018,Veracruz de Ignacio de la Llave,Atzacan,3
9558,30023,2018,Veracruz de Ignacio de la Llave,Atzalan,0
9559,30024,2018,Veracruz de Ignacio de la Llave,Tlaltetela,0
9560,30025,2018,Veracruz de Ignacio de la Llave,Ayahualulco,0
9561,30026,2018,Veracruz de Ignacio de la Llave,Banderilla,1
9562,30027,2018,Veracruz de Ignacio de la Llave,Benito Juárez,1
9563,30028,2018,Veracruz de Ignacio de la Llave,Boca del Río,42
9564,30029,2018,Veracruz de Ignacio de la Llave,Calcahualco,0
9565,30030,2018,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,1
9566,30031,2018,Veracruz de Ignacio de la Llave,Carrillo Puerto,0
9567,30032,2018,Veracruz de Ignacio de la Llave,Catemaco,6
9568,30033,2018,Veracruz de Ignacio de la Llave,Cazones de Herrera,0
9569,30034,2018,Veracruz de Ignacio de la Llave,Cerro Azul,1
9570,30035,2018,Veracruz de Ignacio de la Llave,Citlaltépetl,0
9571,30036,2018,Veracruz de Ignacio de la Llave,Coacoatzintla,0
9572,30037,2018,Veracruz de Ignacio de la Llave,Coahuitlán,0
9573,30038,2018,Veracruz de Ignacio de la Llave,Coatepec,12
9574,30039,2018,Veracruz de Ignacio de la Llave,Coatzacoalcos,62
9575,30040,2018,Veracruz de Ignacio de la Llave,Coatzintla,0
9576,30041,2018,Veracruz de Ignacio de la Llave,Coetzala,0
9577,30042,2018,Veracruz de Ignacio de la Llave,Colipa,0
9578,30043,2018,Veracruz de Ignacio de la Llave,Comapa,0
9579,30044,2018,Veracruz de Ignacio de la Llave,Córdoba,27
9580,30045,2018,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,3
9581,30046,2018,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,0
9582,30047,2018,Veracruz de Ignacio de la Llave,Coscomatepec,1
9583,30048,2018,Veracruz de Ignacio de la Llave,Cosoleacaque,23
9584,30049,2018,Veracruz de Ignacio de la Llave,Cotaxtla,14
9585,30050,2018,Veracruz de Ignacio de la Llave,Coxquihui,0
9586,30051,2018,Veracruz de Ignacio de la Llave,Coyutla,2
9587,30052,2018,Veracruz de Ignacio de la Llave,Cuichapa,0
9588,30053,2018,Veracruz de Ignacio de la Llave,Cuitláhuac,2
9589,30054,2018,Veracruz de Ignacio de la Llave,Chacaltianguis,1
9590,30055,2018,Veracruz de Ignacio de la Llave,Chalma,1
9591,30056,2018,Veracruz de Ignacio de la Llave,Chiconamel,0
9592,30057,2018,Veracruz de Ignacio de la Llave,Chiconquiaco,2
9593,30058,2018,Veracruz de Ignacio de la Llave,Chicontepec,2
9594,30059,2018,Veracruz de Ignacio de la Llave,Chinameca,0
9595,30060,2018,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,0
9596,30061,2018,Veracruz de Ignacio de la Llave,Las Choapas,10
9597,30062,2018,Veracruz de Ignacio de la Llave,Chocamán,2
9598,30063,2018,Veracruz de Ignacio de la Llave,Chontla,2
9599,30064,2018,Veracruz de Ignacio de la Llave,Chumatlán,0
9600,30065,2018,Veracruz de Ignacio de la Llave,Emiliano Zapata,4
9601,30066,2018,Veracruz de Ignacio de la Llave,Espinal,2
9602,30067,2018,Veracruz de Ignacio de la Llave,Filomeno Mata,0
9603,30068,2018,Veracruz de Ignacio de la Llave,Fortín,7
9604,30069,2018,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,5
9605,30070,2018,Veracruz de Ignacio de la Llave,Hidalgotitlán,0
9606,30071,2018,Veracruz de Ignacio de la Llave,Huatusco,1
9607,30072,2018,Veracruz de Ignacio de la Llave,Huayacocotla,1
9608,30073,2018,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,2
9609,30074,2018,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,0
9610,30075,2018,Veracruz de Ignacio de la Llave,Ignacio de la Llave,0
9611,30076,2018,Veracruz de Ignacio de la Llave,Ilamatlán,0
9612,30077,2018,Veracruz de Ignacio de la Llave,Isla,1
9613,30078,2018,Veracruz de Ignacio de la Llave,Ixcatepec,1
9614,30079,2018,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,0
9615,30080,2018,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,2
9616,30081,2018,Veracruz de Ignacio de la Llave,Ixhuatlancillo,1
9617,30082,2018,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,1
9618,30083,2018,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,1
9619,30084,2018,Veracruz de Ignacio de la Llave,Ixmatlahuacan,1
9620,30085,2018,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,9
9621,30086,2018,Veracruz de Ignacio de la Llave,Jalacingo,3
9622,30087,2018,Veracruz de Ignacio de la Llave,Xalapa,154
9623,30088,2018,Veracruz de Ignacio de la Llave,Jalcomulco,1
9624,30089,2018,Veracruz de Ignacio de la Llave,Jáltipan,2
9625,30090,2018,Veracruz de Ignacio de la Llave,Jamapa,0
9626,30091,2018,Veracruz de Ignacio de la Llave,Jesús Carranza,4
9627,30092,2018,Veracruz de Ignacio de la Llave,Xico,3
9628,30093,2018,Veracruz de Ignacio de la Llave,Jilotepec,1
9629,30094,2018,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,2
9630,30095,2018,Veracruz de Ignacio de la Llave,Juchique de Ferrer,0
9631,30096,2018,Veracruz de Ignacio de la Llave,Landero y Coss,0
9632,30097,2018,Veracruz de Ignacio de la Llave,Lerdo de Tejada,3
9633,30098,2018,Veracruz de Ignacio de la Llave,Magdalena,0
9634,30099,2018,Veracruz de Ignacio de la Llave,Maltrata,0
9635,30100,2018,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,0
9636,30101,2018,Veracruz de Ignacio de la Llave,Mariano Escobedo,1
9637,30102,2018,Veracruz de Ignacio de la Llave,Martínez de la Torre,14
9638,30103,2018,Veracruz de Ignacio de la Llave,Mecatlán,0
9639,30104,2018,Veracruz de Ignacio de la Llave,Mecayapan,0
9640,30105,2018,Veracruz de Ignacio de la Llave,Medellín de Bravo,2
9641,30106,2018,Veracruz de Ignacio de la Llave,Miahuatlán,0
9642,30107,2018,Veracruz de Ignacio de la Llave,Las Minas,0
9643,30108,2018,Veracruz de Ignacio de la Llave,Minatitlán,14
9644,30109,2018,Veracruz de Ignacio de la Llave,Misantla,9
9645,30110,2018,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,0
9646,30111,2018,Veracruz de Ignacio de la Llave,Moloacán,0
9647,30112,2018,Veracruz de Ignacio de la Llave,Naolinco,3
9648,30113,2018,Veracruz de Ignacio de la Llave,Naranjal,0
9649,30114,2018,Veracruz de Ignacio de la Llave,Nautla,0
9650,30115,2018,Veracruz de Ignacio de la Llave,Nogales,6
9651,30116,2018,Veracruz de Ignacio de la Llave,Oluta,0
9652,30117,2018,Veracruz de Ignacio de la Llave,Omealca,0
9653,30118,2018,Veracruz de Ignacio de la Llave,Orizaba,23
9654,30119,2018,Veracruz de Ignacio de la Llave,Otatitlán,1
9655,30120,2018,Veracruz de Ignacio de la Llave,Oteapan,1
9656,30121,2018,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,10
9657,30122,2018,Veracruz de Ignacio de la Llave,Pajapan,0
9658,30123,2018,Veracruz de Ignacio de la Llave,Pánuco,30
9659,30124,2018,Veracruz de Ignacio de la Llave,Papantla,36
9660,30125,2018,Veracruz de Ignacio de la Llave,Paso del Macho,5
9661,30126,2018,Veracruz de Ignacio de la Llave,Paso de Ovejas,0
9662,30127,2018,Veracruz de Ignacio de la Llave,La Perla,0
9663,30128,2018,Veracruz de Ignacio de la Llave,Perote,10
9664,30129,2018,Veracruz de Ignacio de la Llave,Platón Sánchez,0
9665,30130,2018,Veracruz de Ignacio de la Llave,Playa Vicente,4
9666,30131,2018,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,41
9667,30132,2018,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,0
9668,30133,2018,Veracruz de Ignacio de la Llave,Pueblo Viejo,0
9669,30134,2018,Veracruz de Ignacio de la Llave,Puente Nacional,0
9670,30135,2018,Veracruz de Ignacio de la Llave,Rafael Delgado,1
9671,30136,2018,Veracruz de Ignacio de la Llave,Rafael Lucio,1
9672,30137,2018,Veracruz de Ignacio de la Llave,Los Reyes,2
9673,30138,2018,Veracruz de Ignacio de la Llave,Río Blanco,6
9674,30139,2018,Veracruz de Ignacio de la Llave,Saltabarranca,0
9675,30140,2018,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,0
9676,30141,2018,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,9
9677,30142,2018,Veracruz de Ignacio de la Llave,San Juan Evangelista,0
9678,30143,2018,Veracruz de Ignacio de la Llave,Santiago Tuxtla,2
9679,30144,2018,Veracruz de Ignacio de la Llave,Sayula de Alemán,3
9680,30145,2018,Veracruz de Ignacio de la Llave,Soconusco,0
9681,30146,2018,Veracruz de Ignacio de la Llave,Sochiapa,0
